Date,Open,High,Low,Close,Volume,Daily_Return,Volatility_7d,Volatility_30d,Tweet_Count,Tweet_Avg_Sentiment,Tweet_Positive_Count,Tweet_Negative_Count,Tweet_Neutral_Count,Close_Lag1,Daily_Return_Lag1,Close_Lag2,Daily_Return_Lag2,Close_Lag3,Daily_Return_Lag3,Close_Lag7,Daily_Return_Lag7,MA7,MA30,Return_Std7,Price_Range,Price_Range_Pct,Tweet_Avg_Sentiment_Lag1,Tweet_Avg_Sentiment_Lag2,Tweet_Avg_Sentiment_Lag3,Tweet_Avg_Sentiment_Lag7,Tweet_Count_Lag1,Tweet_Count_Lag2,Tweet_Count_Lag3,Tweet_Count_Lag7,Tweet_Positive_Count_Lag1,Tweet_Positive_Count_Lag2,Tweet_Positive_Count_Lag3,Tweet_Positive_Count_Lag7,Tweet_Negative_Count_Lag1,Tweet_Negative_Count_Lag2,Tweet_Negative_Count_Lag3,Tweet_Negative_Count_Lag7,Tweet_Neutral_Count_Lag1,Tweet_Neutral_Count_Lag2,Tweet_Neutral_Count_Lag3,Tweet_Neutral_Count_Lag7
2022-01-17,43118.12,43179.39,41680.32,42250.55,21690904261,-2.002440977244435,2.147790434657113,2.413117787643884,14,0.0747525904859815,5,4,5,43177.4,0.1802796771207315,43099.7,1.1930295126476809,42591.57,-3.088868714035098,41733.94,0.4236017700605776,42803.63428571429,46018.532666666666,2.149607250881644,1499.0699999999997,0.035480484869427724,0.0,0.0832494000593821,0.5718902179173061,0.0,1.0,12.0,7.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0
2022-01-18,42250.07,42534.4,41392.21,42375.63,22417209227,0.2960434834575975,1.962113400009164,2.4157013512567467,17,-0.0034229299601386,4,4,9,42250.55,-2.002440977244435,43177.4,0.1802796771207315,43099.7,1.1930295126476809,41821.26,-0.2155489172448565,42882.83,45877.299333333336,2.1435561426679395,1142.1900000000023,0.026953935552108663,0.0747525904859815,0.0,0.0832494000593821,-0.1472739974657694,14.0,1.0,12.0,6.0,5.0,0.0,2.0,1.0,4.0,0.0,1.0,2.0,5.0,1.0,9.0,3.0
2022-01-19,42374.04,42478.3,41242.91,41744.33,23091543258,-1.4897713615113162,1.5099348339872345,2.421880013913305,30,0.200797285636266,11,5,14,42375.63,0.2960434834575975,42250.55,-2.002440977244435,43177.4,0.1802796771207315,42735.86,2.186925979752874,42741.182857142856,45638.88633333333,2.031398630249993,1235.3899999999994,0.029594198781008087,-0.0034229299601386,0.0747525904859815,0.0,0.5991920113563538,17.0,14.0,1.0,5.0,4.0,5.0,0.0,3.0,4.0,4.0,0.0,0.0,9.0,5.0,1.0,2.0
2022-01-20,41744.03,43413.02,40672.82,40680.42,20382033940,-2.5486335509517177,1.3767713341675794,2.280301356432587,22,0.0736831480806524,6,4,12,41744.33,-1.4897713615113162,42375.63,0.2960434834575975,42250.55,-2.002440977244435,43949.1,2.8389273083541555,42274.228571428575,45406.05266666667,1.625745643873992,2740.199999999997,0.06735918655707088,0.200797285636266,-0.0034229299601386,0.0747525904859815,0.4996304909388224,30.0,17.0,14.0,6.0,11.0,4.0,5.0,3.0,5.0,4.0,4.0,0.0,14.0,9.0,5.0,3.0
2022-01-21,40699.61,41060.53,35791.43,36457.32,43011992031,-10.381161256447202,3.733589369499607,2.8977693728814478,24,-0.3324690187970797,4,12,8,40680.42,-2.5486335509517177,41744.33,-1.4897713615113162,42375.63,0.2960434834575975,42591.57,-3.088868714035098,41397.90714285714,45081.225333333336,3.893266573064531,5269.0999999999985,0.1445279027641088,0.0736831480806524,0.200797285636266,-0.0034229299601386,0.5718902179173061,22.0,30.0,17.0,7.0,6.0,11.0,4.0,5.0,4.0,5.0,4.0,1.0,12.0,14.0,9.0,1.0
2022-01-22,36471.59,36688.81,34349.25,35030.25,39714385405,-3.9143579396401007,3.598744603845573,2.7643118031662253,4,-0.4309689700603485,0,2,2,36457.32,-10.381161256447202,40680.42,-2.5486335509517177,41744.33,-1.4897713615113162,43099.7,1.1930295126476809,40245.12857142858,44687.274333333335,3.642107360061002,2339.5599999999977,0.06678684850950244,-0.3324690187970797,0.0736831480806524,0.200797285636266,0.0832494000593821,24.0,22.0,30.0,12.0,4.0,6.0,11.0,2.0,12.0,4.0,5.0,1.0,8.0,12.0,14.0,9.0
2022-01-23,35047.36,36433.31,34784.97,36276.8,26017975951,3.5584958714254267,4.277046053157413,2.8896990303349224,6,-0.162349134683609,1,2,3,35030.25,-3.9143579396401007,36457.32,-10.381161256447202,40680.42,-2.5486335509517177,43177.4,0.1802796771207315,39259.32857142857,44333.825,4.277046053157415,1648.3399999999965,0.04543785559917072,-0.4309689700603485,-0.3324690187970797,0.0736831480806524,0.0,4.0,24.0,22.0,1.0,0.0,4.0,6.0,0.0,2.0,12.0,4.0,0.0,2.0,8.0,12.0,1.0
2022-01-24,36275.73,37247.52,33184.06,36654.33,41856658597,1.0406926741057587,4.46914340826239,2.9151111597789217,12,-0.184258426229159,4,6,2,36276.8,3.5584958714254267,35030.25,-3.9143579396401007,36457.32,-10.381161256447202,42250.55,-2.002440977244435,38459.868571428575,43924.41566666667,4.469143408262392,4063.459999999999,0.11085893535634123,-0.162349134683609,-0.4309689700603485,-0.3324690187970797,0.0747525904859815,6.0,4.0,24.0,14.0,1.0,0.0,4.0,5.0,2.0,2.0,12.0,4.0,3.0,2.0,8.0,5.0
2022-01-25,36654.8,37444.57,35779.43,36954.0,26428189594,0.8175568889132512,4.516336590434021,2.916488284219419,20,0.1482377052307129,7,4,9,36654.33,1.0406926741057587,36276.8,3.5584958714254267,35030.25,-3.9143579396401007,42375.63,0.2960434834575975,37685.35,43535.26533333333,4.516336590434022,1665.1399999999994,0.04505980408074902,-0.184258426229159,-0.162349134683609,-0.4309689700603485,-0.0034229299601386,12.0,6.0,4.0,17.0,4.0,1.0,0.0,4.0,6.0,2.0,2.0,4.0,2.0,3.0,2.0,9.0
2022-01-26,36950.52,38825.41,36374.91,36852.12,31324598034,-0.275694106186064,4.555408826237093,2.91696641258,22,0.2747449062087319,9,3,10,36954.0,0.8175568889132512,36654.33,1.0406926741057587,36276.8,3.5584958714254267,41744.33,-1.4897713615113162,36986.462857142855,43070.851333333325,4.555408826237095,2450.5,0.06649549605287294,0.1482377052307129,-0.184258426229159,-0.162349134683609,0.200797285636266,20.0,12.0,6.0,30.0,7.0,4.0,1.0,11.0,4.0,6.0,2.0,5.0,9.0,2.0,3.0,14.0
2022-01-27,36841.88,37148.32,35629.28,37138.23,25041426629,0.7763732452841232,4.621621423630958,2.7746370173437347,17,-0.0562577948850743,4,5,8,36852.12,-0.275694106186064,36954.0,0.8175568889132512,36654.33,1.0406926741057587,40680.42,-2.5486335509517177,36480.43571428572,42614.719,4.62162142363096,1519.0400000000009,0.04090232625518235,0.2747449062087319,0.1482377052307129,-0.184258426229159,0.0736831480806524,22.0,20.0,12.0,22.0,9.0,7.0,4.0,6.0,3.0,4.0,6.0,4.0,10.0,9.0,2.0,12.0
2022-01-28,37128.45,37952.88,36211.11,37784.33,22238830523,1.7397167285570614,2.2891302754235605,2.794306802752246,20,0.0090677976608276,7,7,6,37138.23,0.7763732452841232,36852.12,-0.275694106186064,36954.0,0.8175568889132512,36457.32,-10.381161256447202,36670.008571428574,42193.20133333334,2.2891302754235667,1741.7699999999968,0.046097681234522264,-0.0562577948850743,0.2747449062087319,0.1482377052307129,-0.3324690187970797,17.0,22.0,20.0,24.0,4.0,9.0,7.0,4.0,5.0,3.0,4.0,12.0,8.0,10.0,9.0,8.0
2022-01-29,37780.71,38576.26,37406.47,38138.18,17194183075,0.9364993371590692,1.1864967432567055,2.779078866374297,4,-0.4954168349504471,0,2,2,37784.33,1.7397167285570614,37138.23,0.7763732452841232,36852.12,-0.275694106186064,35030.25,-3.9143579396401007,37113.99857142857,41776.45999999999,1.1864967432567188,1169.7900000000009,0.030672412789493387,0.0090677976608276,-0.0562577948850743,0.2747449062087319,-0.4309689700603485,20.0,17.0,22.0,4.0,7.0,4.0,9.0,0.0,7.0,5.0,3.0,2.0,6.0,8.0,10.0,2.0
2022-01-30,38151.92,38266.34,37437.71,37917.6,14643548444,-0.5783705462609978,0.7990424364636232,2.770146577028564,6,0.5479778895775477,4,0,2,38138.18,0.9364993371590692,37784.33,1.7397167285570614,37138.23,0.7763732452841232,36276.8,3.5584958714254267,37348.398571428566,41454.08466666667,0.7990424364636408,828.6299999999974,0.02185344009114494,-0.4954168349504471,0.0090677976608276,-0.0562577948850743,-0.162349134683609,4.0,20.0,17.0,6.0,0.0,7.0,4.0,1.0,2.0,7.0,5.0,2.0,2.0,6.0,8.0,3.0
2022-01-31,37920.28,38647.26,36733.57,38483.13,20734730465,1.4914709791759018,0.8533486696001552,2.716099446292056,18,-0.0339489314291212,4,5,9,37917.6,-0.5783705462609978,38138.18,0.9364993371590692,37784.33,1.7397167285570614,36654.33,1.0406926741057587,37609.65571428572,41188.69866666667,0.853348669600172,1913.6900000000023,0.04972802368206543,0.5479778895775477,-0.4954168349504471,0.0090677976608276,-0.184258426229159,6.0,4.0,20.0,12.0,4.0,0.0,7.0,4.0,0.0,2.0,7.0,6.0,2.0,2.0,6.0,2.0
2022-02-01,38481.77,39115.13,38113.66,38743.27,20288500328,0.6759845158125222,0.8518042692540156,2.7272456967387657,23,0.0878654977549677,5,3,15,38483.13,1.4914709791759018,37917.6,-0.5783705462609978,38138.18,0.9364993371590692,36954.0,0.8175568889132512,37865.26571428571,40907.53666666666,0.8518042692540323,1001.4699999999939,0.025848876462931342,-0.0339489314291212,0.5479778895775477,-0.4954168349504471,0.1482377052307129,18.0,6.0,4.0,20.0,4.0,4.0,0.0,7.0,5.0,0.0,2.0,4.0,9.0,2.0,2.0,9.0
2022-02-02,38743.71,38834.62,36832.73,36952.98,19155189416,-4.620905772796135,2.1927848281161944,2.815190418791305,25,-0.1608839869499206,4,8,13,38743.27,0.6759845158125222,38483.13,1.4914709791759018,37917.6,-0.5783705462609978,36852.12,-0.275694106186064,37879.67428571429,40595.75433333334,2.1927848281162,2001.8899999999994,0.05417398001460232,0.0878654977549677,-0.0339489314291212,0.5479778895775477,0.2747449062087319,23.0,18.0,6.0,22.0,5.0,4.0,4.0,9.0,3.0,5.0,0.0,3.0,15.0,9.0,2.0,10.0
2022-02-03,36944.8,37154.6,36375.54,37154.6,18591534769,0.5456122889141657,2.1819297238703115,2.822921755819754,14,-0.1420807157244001,4,6,4,36952.98,-4.620905772796135,38743.27,0.6759845158125222,38483.13,1.4914709791759018,37138.23,0.7763732452841232,37882.01285714285,40244.68066666667,2.1819297238703173,779.0599999999977,0.020968063173873428,-0.1608839869499206,0.0878654977549677,-0.0339489314291212,-0.0562577948850743,25.0,23.0,18.0,17.0,4.0,5.0,4.0,4.0,8.0,3.0,5.0,5.0,13.0,15.0,9.0,8.0
2022-02-04,37149.27,41527.79,37093.63,41500.88,29412210792,11.697824764632102,4.96102334451596,3.498900051077052,17,0.3027527682921466,7,2,8,37154.6,0.5456122889141657,36952.98,-4.620905772796135,38743.27,0.6759845158125222,37784.33,1.7397167285570614,38412.94857142856,40079.439333333336,4.961023344515962,4434.1600000000035,0.10684496328752556,-0.1420807157244001,-0.1608839869499206,0.0878654977549677,0.0090677976608276,14.0,25.0,23.0,20.0,4.0,4.0,5.0,7.0,6.0,8.0,3.0,7.0,4.0,13.0,15.0,6.0
2022-02-05,41501.48,41847.16,41038.1,41441.16,19652846215,-0.1439005630723855,4.996332290349812,3.495378773398038,8,0.0,0,0,8,41500.88,11.697824764632102,37154.6,0.5456122889141657,36952.98,-4.620905772796135,38138.18,0.9364993371590692,38884.80285714286,39930.89233333334,4.996332290349815,809.060000000005,0.019523102152546042,0.3027527682921466,-0.1420807157244001,-0.1608839869499206,-0.4954168349504471,17.0,14.0,25.0,4.0,7.0,4.0,4.0,0.0,2.0,6.0,8.0,2.0,8.0,4.0,13.0,2.0
2022-02-06,41441.12,42500.79,41244.91,42412.43,16142097334,2.3437326561322136,4.935386870920572,3.45271151393455,7,0.5768738729613168,5,1,1,41441.16,-0.1439005630723855,41500.88,11.697824764632102,37154.6,0.5456122889141657,37917.6,-0.5783705462609978,39526.92142857143,39892.34,4.935386870920576,1255.8799999999974,0.029611130510560166,0.0,0.3027527682921466,-0.1420807157244001,0.5479778895775477,8.0,17.0,14.0,6.0,0.0,7.0,4.0,4.0,0.0,2.0,6.0,0.0,8.0,8.0,4.0,2.0
2022-02-07,42406.78,44401.86,41748.16,43840.29,28641855926,3.3666073837316013,4.972121130897437,3.502920644839242,20,0.1338304281234741,8,5,7,42412.43,2.3437326561322136,41441.16,-0.1439005630723855,41500.88,11.697824764632102,38483.13,1.4914709791759018,40292.229999999996,39914.98533333334,4.972121130897442,2653.699999999997,0.06053107769131995,0.5768738729613168,0.0,0.3027527682921466,-0.0339489314291212,7.0,8.0,17.0,18.0,5.0,0.0,7.0,4.0,1.0,0.0,2.0,5.0,1.0,8.0,8.0,9.0
